name,adress,price,type,RE,area_m2,land_area_m2,disposition,city,city_part,price_KC
Pronájem bytu 1+kk 30 m²,"Švehlova, Praha - Hostivař",15 500 Kč/měsíc,pronájem,bytu,30,,1+kk,Praha,Hostivař,15500.0
"Prodej rodinného domu 200 m², pozemek 2947 m²",Liberec - Liberec XX-Ostašov,15 968 000 Kč,prodej,rodinného domu,200,2947,,Liberec,Liberec XX-Ostašov,15968000.0
Prodej bytu 3+kk 83 m²,"Do Dědiny, Šenov",4 968 000 Kč,prodej,bytu,83,,3+kk,Šenov,,4968000.0
Prodej bytu 1+kk 39 m²,"Do Dědiny, Šenov",2 816 000 Kč,prodej,bytu,39,,1+kk,Šenov,,2816000.0
Pronájem bytu 3+1 110 m²,"V lesíčku, Praha - Smíchov",37 000 Kč/měsíc,pronájem,bytu,110,,3+1,Praha,Smíchov,37000.0
Prodej bytu 2+1 51 m²,"nábřeží Svazu protifašistických bojovníků, Ostrava - Poruba",3 290 000 Kč,prodej,bytu,51,,2+1,Ostrava,Poruba,3290000.0
Pronájem bytu 2+kk 48 m²,"Zeyerova, Opava - Kateřinky",11 500 Kč/měsíc,pronájem,bytu,48,,2+kk,Opava,Kateřinky,11500.0
"Prodej rodinného domu 130 m², pozemek 550 m²",Kunín,Cena na vyžádání,prodej,rodinného domu,130,550,,Kunín,,
Pronájem bytu 2+1 48 m²,"Sarajevova, Ostrava - Zábřeh",8 000 Kč/měsíc,pronájem,bytu,48,,2+1,Ostrava,Zábřeh,8000.0
Pronájem bytu 2+kk 71 m²,"Formanská, Praha - Újezd u Průhonic",20 200 Kč/měsíc,pronájem,bytu,71,,2+kk,Praha,Újezd u Průhonic,20200.0
"Prodej rodinného domu 260 m², pozemek 1599 m²","Mezi Cestami, Dolní Lutyně",Cena na vyžádání,prodej,rodinného domu,260,1599,,Dolní Lutyně,,
"Prodej rodinného domu 190 m², pozemek 2507 m²","Nová, Mníšek pod Brdy",13 545 000 Kč,prodej,rodinného domu,190,2507,,Mníšek pod Brdy,,13545000.0
Pronájem bytu 2+kk 75 m²,"Anny Letenské, Praha - Vinohrady",29 000 Kč/měsíc,pronájem,bytu,75,,2+kk,Praha,Vinohrady,29000.0
"Prodej rodinného domu 290 m², pozemek 1010 m²","V kališti, Praha - Dubeč",Cena na vyžádání,prodej,rodinného domu,290,1010,,Praha,Dubeč,
Prodej bytu 2+kk 48 m²,"Pražská, Pelhřimov",4 200 000 Kč,prodej,bytu,48,,2+kk,Pelhřimov,,4200000.0
"Prodej rodinného domu 106 m², pozemek 1156 m²",Horní Dubňany,5 990 000 Kč,prodej,rodinného domu,106,1156,,Horní Dubňany,,5990000.0
Pronájem bytu 1+kk 30 m²,"Jeremiášova, Olomouc - Povel",9 600 Kč/měsíc,pronájem,bytu,30,,1+kk,Olomouc,Povel,9600.0
"Prodej rodinného domu 210 m², pozemek 1634 m²",Stanoviště,12 490 000 Kč,prodej,rodinného domu,210,1634,,Stanoviště,,12490000.0
Prodej bytu 4+kk 114 m²,"Pod Kopcem, Brno - Žebětín",13 495 000 Kč,prodej,bytu,114,,4+kk,Brno,Žebětín,13495000.0
Prodej bytu 2+kk 38 m²,"Palackého, Ostrava - Přívoz",2 121 000 Kč,prodej,bytu,38,,2+kk,Ostrava,Přívoz,2121000.0
"Prodej rodinného domu 170 m², pozemek 766 m²","Nerudova, Kostelec nad Černými lesy",14 400 000 Kč,prodej,rodinného domu,170,766,,Kostelec nad Černými lesy,,14400000.0
Pronájem bytu 1+1 45 m²,"Lidická, Strakonice - Strakonice I",7 500 Kč/měsíc,pronájem,bytu,45,,1+1,Strakonice,Strakonice I,7500.0
Pronájem bytu 2+1 58 m²,"U kolonie, Praha - Chodov",15 500 Kč/měsíc,pronájem,bytu,58,,2+1,Praha,Chodov,15500.0
"Prodej rodinného domu 180 m², pozemek 1275 m²",Josefův Důl,7 990 000 Kč,prodej,rodinného domu,180,1275,,Josefův Důl,,7990000.0
Prodej bytu 4+kk 170 m²,"Za Novákovou zahradou, Praha - Satalice",10 250 000 Kč,prodej,bytu,170,,4+kk,Praha,Satalice,10250000.0
"Prodej rodinného domu 298 m², pozemek 1412 m²",Stožec - České Žleby,5 590 000 Kč,prodej,rodinného domu,298,1412,,Stožec,České Žleby,5590000.0
"Prodej vícegeneračního domu 150 m², pozemek 715 m²","Na písku, Praha - Lochkov",Cena na vyžádání,prodej,vícegeneračního domu,150,715,,Praha,Lochkov,
"Prodej rodinného domu 100 m², pozemek 831 m²",Sazená,4 490 000 Kč,prodej,rodinného domu,100,831,,Sazená,,4490000.0
Pronájem bytu 2+kk 44 m²,"Pokojná, Praha - Dejvice",40 000 Kč/měsíc,pronájem,bytu,44,,2+kk,Praha,Dejvice,40000.0
Pronájem bytu 3+1 90 m²,"Kpt. Jaroše, Smiřice",18 000 Kč/měsíc,pronájem,bytu,90,,3+1,Smiřice,,18000.0
Pronájem bytu 1+kk 27 m²,"Hnězdenská, Praha - Troja",13 900 Kč/měsíc,pronájem,bytu,27,,1+kk,Praha,Troja,13900.0
Prodej bytu 2+kk 70 m²,"Mezi Vodami, Praha - Modřany",9 370 000 Kč,prodej,bytu,70,,2+kk,Praha,Modřany,9370000.0
Prodej bytu 3+1 70 m²,"Mimoňská, Stráž pod Ralskem",2 900 000 Kč,prodej,bytu,70,,3+1,Stráž pod Ralskem,,2900000.0
"Prodej rodinného domu 239 m², pozemek 292 m²","U Vodojemu, Valašské Meziříčí",7 390 000 Kč,prodej,rodinného domu,239,292,,Valašské Meziříčí,,7390000.0
"Prodej rodinného domu 176 m², pozemek 870 m²","U Křížku, Vysoký Újezd",17 900 000 Kč,prodej,rodinného domu,176,870,,Vysoký Újezd,,17900000.0
"Prodej rodinného domu 506 m², pozemek 1667 m²",Kokořín,11 490 000 Kč,prodej,rodinného domu,506,1667,,Kokořín,,11490000.0
"Prodej rodinného domu 366 m², pozemek 514 m²","K Lažance, Praha - Nebušice",22 490 000 Kč,prodej,rodinného domu,366,514,,Praha,Nebušice,22490000.0
SLEVA: Prodej bytu 1+kk 22 m²,"Zvonková, Havířov - Šumbark",899 000 Kč,prodej,bytu,22,,1+kk,Havířov,Šumbark,899000.0
"Prodej rodinného domu 850 m², pozemek 1167 m²","Družstevní, Oskořínek",10 990 000 Kč,prodej,rodinného domu,850,1167,,Oskořínek,,10990000.0
Prodej bytu 1+kk 34 m²,"Křižíkova, Brno - Královo Pole",4 590 000 Kč,prodej,bytu,34,,1+kk,Brno,Královo Pole,4590000.0
Prodej bytu 2+kk 52 m²,"Křižíkova, Brno - Královo Pole",6 950 000 Kč,prodej,bytu,52,,2+kk,Brno,Královo Pole,6950000.0
Prodej bytu 3+kk 64 m²,"Křižíkova, Brno - Královo Pole",7 650 000 Kč,prodej,bytu,64,,3+kk,Brno,Královo Pole,7650000.0
Prodej bytu 2+kk 48 m²,"Křižíkova, Brno - Královo Pole",6 350 000 Kč,prodej,bytu,48,,2+kk,Brno,Královo Pole,6350000.0
"Prodej chalupy 300 m², pozemek 3043 m²",Pecka - Bukovina u Pecky,9 990 000 Kč,prodej,chalupy,300,3043,,Pecka,Bukovina u Pecky,9990000.0
"Prodej rodinného domu 300 m², pozemek 3043 m²",Pecka - Bukovina u Pecky,9 990 000 Kč,prodej,rodinného domu,300,3043,,Pecka,Bukovina u Pecky,9990000.0
"Prodej rodinného domu 104 m², pozemek 600 m²",Kozolupy,9 990 000 Kč,prodej,rodinného domu,104,600,,Kozolupy,,9990000.0
"Pronájem rodinného domu 153 m², pozemek 252 m²","Cazovská, Praha",64 000 Kč/měsíc,pronájem,rodinného domu,153,252,,Praha,,64000.0
Pronájem bytu pokoje 10 m²,"náměstí Kinských, Praha - Malá Strana",13 800 Kč/měsíc,pronájem,bytu,,,,Praha,Malá Strana,13800.0
Pronájem bytu 2+kk 50 m²,"U milosrdných, Praha - Staré Město",35 000 Kč/měsíc,pronájem,bytu,50,,2+kk,Praha,Staré Město,35000.0
Pronájem bytu 2+kk 37 m²,"Krakovská, Praha - Nové Město",28 500 Kč/měsíc,pronájem,bytu,37,,2+kk,Praha,Nové Město,28500.0
Pronájem bytu 2+kk 45 m²,"Opletalova, Praha - Nové Město",28 500 Kč/měsíc,pronájem,bytu,45,,2+kk,Praha,Nové Město,28500.0
Pronájem bytu 3+1 95 m²,"Soukenická, Praha - Nové Město",37 000 Kč/měsíc,pronájem,bytu,95,,3+1,Praha,Nové Město,37000.0
Pronájem bytu 1+kk 24 m²,"Opletalova, Praha - Nové Město",24 000 Kč/měsíc,pronájem,bytu,24,,1+kk,Praha,Nové Město,24000.0
Pronájem bytu 2+kk 37 m²,"Opletalova, Praha - Nové Město",26 500 Kč/měsíc,pronájem,bytu,37,,2+kk,Praha,Nové Město,26500.0
Pronájem bytu pokoje 13 m²,"náměstí Kinských, Praha - Malá Strana",13 800 Kč/měsíc,pronájem,bytu,,,,Praha,Malá Strana,13800.0
Pronájem bytu 3+1 130 m²,"Valentinská, Praha - Josefov",55 000 Kč/měsíc,pronájem,bytu,130,,3+1,Praha,Josefov,55000.0
Pronájem bytu pokoje 11 m²,"náměstí Kinských, Praha - Malá Strana",13 800 Kč/měsíc,pronájem,bytu,,,,Praha,Malá Strana,13800.0
Pronájem bytu 3+kk 75 m²,"Tyršova, Praha - Nové Město",35 000 Kč/měsíc,pronájem,bytu,75,,3+kk,Praha,Nové Město,35000.0
Pronájem bytu 1+kk 48 m²,"Šiškova, Praha - Kobylisy",18 800 Kč/měsíc,pronájem,bytu,48,,1+kk,Praha,Kobylisy,18800.0
Pronájem bytu 2+kk 53 m²,"Edvarda Beneše, Plzeň - Jižní Předměstí",12 500 Kč/měsíc,pronájem,bytu,53,,2+kk,Plzeň,Jižní Předměstí,12500.0
"Prodej rodinného domu 230 m², pozemek 585 m²","Purkyňova, Liberec",18 500 000 Kč,prodej,rodinného domu,230,585,,Liberec,,18500000.0
Pronájem bytu 2+kk 49 m²,"Velvarská, Horoměřice",18 000 Kč/měsíc,pronájem,bytu,49,,2+kk,Horoměřice,,18000.0
Pronájem bytu 2+1 60 m²,"Hrubínova, Litoměřice - Předměstí",14 600 Kč/měsíc,pronájem,bytu,60,,2+1,Litoměřice,Předměstí,14600.0
Pronájem bytu 1+1 43 m²,"Na Větrníku, Chrudim - Chrudim IV",11 000 Kč/měsíc,pronájem,bytu,43,,1+1,Chrudim,Chrudim IV,11000.0
Pronájem bytu 3+kk 105 m²,"Sevastopolská, Praha - Vršovice",41 000 Kč/měsíc,pronájem,bytu,105,,3+kk,Praha,Vršovice,41000.0
"Prodej chalupy 140 m², pozemek 727 m²",Nepomyšl - Nová Ves,3 290 000 Kč,prodej,chalupy,140,727,,Nepomyšl,Nová Ves,3290000.0
Pronájem bytu 3+1 61 m²,"Zahradní, Chomutov",11 000 Kč/měsíc,pronájem,bytu,61,,3+1,Chomutov,,11000.0
"Prodej chalupy 145 m², pozemek 5513 m²",Žandov - Radeč,7 300 000 Kč,prodej,chalupy,145,5513,,Žandov,Radeč,7300000.0
Prodej bytu 3+kk 97 m²,"Vojenova, Praha - Libeň",16 490 000 Kč,prodej,bytu,97,,3+kk,Praha,Libeň,16490000.0
"Prodej rodinného domu 290 m², pozemek 845 m²",Vysoké Veselí - Veselská Lhota,6 900 000 Kč,prodej,rodinného domu,290,845,,Vysoké Veselí,Veselská Lhota,6900000.0
"Prodej chalupy 290 m², pozemek 845 m²",Vysoké Veselí - Veselská Lhota,6 900 000 Kč,prodej,chalupy,290,845,,Vysoké Veselí,Veselská Lhota,6900000.0
Prodej bytu 2+1 60 m²,"Trytova, Praha - Černý Most",5 790 000 Kč,prodej,bytu,60,,2+1,Praha,Černý Most,5790000.0
Prodej bytu 3+kk 69 m²,"Františka Jelena, České Budějovice - České Budějovice 5",6 490 000 Kč,prodej,bytu,69,,3+kk,České Budějovice,České Budějovice 5,6490000.0
Prodej bytu 3+1 81 m²,"Čs. armády, Pardubice - Zelené Předměstí",5 590 000 Kč,prodej,bytu,81,,3+1,Pardubice,Zelené Předměstí,5590000.0
"Prodej chaty 170 m², pozemek 3725 m²","Kersko, Hradištko",13 900 000 Kč,prodej,chaty,170,3725,,Hradištko,,13900000.0
Pronájem bytu 1+1 32 m²,"Přemyslovců, Ostrava - Mariánské Hory",10 000 Kč/měsíc,pronájem,bytu,32,,1+1,Ostrava,Mariánské Hory,10000.0
Prodej bytu 1+1 64 m²,"Masarykovo náměstí, Benešov",4 970 000 Kč,prodej,bytu,64,,1+1,Benešov,,4970000.0
"Prodej rodinného domu 111 m², pozemek 287 m²","Na hlavní, Praha - Březiněves",12 500 000 Kč,prodej,rodinného domu,111,287,,Praha,Březiněves,12500000.0
"Prodej vily 300 m², pozemek 1425 m²","Na Kaplance, Beroun - Beroun-Město",17 999 000 Kč,prodej,vily,300,1425,,Beroun,Beroun-Město,17999000.0
Prodej bytu 2+kk 64 m²,"Poděbradova, Plzeň - Jižní Předměstí",5 850 000 Kč,prodej,bytu,64,,2+kk,Plzeň,Jižní Předměstí,5850000.0
Pronájem bytu 2+kk 75 m²,"Anny Letenské, Praha - Vinohrady",29 000 Kč/měsíc,pronájem,bytu,75,,2+kk,Praha,Vinohrady,29000.0
"Prodej rodinného domu 72 m², pozemek 1331 m²",Benešov nad Černou - Hartunkov,1 490 000 Kč,prodej,rodinného domu,72,1331,,Benešov nad Černou,Hartunkov,1490000.0
Pronájem bytu 1+kk 22 m²,"Poděbradská, Praha - Hloubětín",16 490 Kč/měsíc,pronájem,bytu,22,,1+kk,Praha,Hloubětín,16490.0
Pronájem bytu 2+kk 59 m²,"U Radosti, Praha - Třebonice",26 900 Kč/měsíc,pronájem,bytu,59,,2+kk,Praha,Třebonice,26900.0
"Prodej rodinného domu 120 m², pozemek 330 m²","Chuchelská, Praha - Modřany",19 990 000 Kč,prodej,rodinného domu,120,330,,Praha,Modřany,19990000.0
"Prodej rodinného domu 163 m², pozemek 923 m²",Dolní Třebonín,4 690 000 Kč,prodej,rodinného domu,163,923,,Dolní Třebonín,,4690000.0
Pronájem bytu 4+kk 115 m²,"Řehořova, Praha - Žižkov",60 000 Kč/měsíc,pronájem,bytu,115,,4+kk,Praha,Žižkov,60000.0
Pronájem bytu 4+kk 110 m²,"Anny Letenské, Praha - Vinohrady",42 000 Kč/měsíc,pronájem,bytu,110,,4+kk,Praha,Vinohrady,42000.0
Pronájem bytu 3+1 137 m²,"Chorvatská, Praha - Vinohrady",39 000 Kč/měsíc,pronájem,bytu,137,,3+1,Praha,Vinohrady,39000.0
"Prodej rodinného domu 423 m², pozemek 523 m²","Esperantská, Prostějov - Čechovice",Cena na vyžádání,prodej,rodinného domu,423,523,,Prostějov,Čechovice,
Pronájem bytu 3+kk 65 m²,Brno - Chrlice,22 000 Kč/měsíc,pronájem,bytu,65,,3+kk,Brno,Chrlice,22000.0
Pronájem bytu 2+kk 43 m²,"Boloňská, Praha - Horní Měcholupy",20 000 Kč/měsíc,pronájem,bytu,43,,2+kk,Praha,Horní Měcholupy,20000.0
"Prodej chaty 40 m², pozemek 306 m²",Popůvky,2 000 000 Kč,prodej,chaty,40,306,,Popůvky,,2000000.0
Prodej bytu 4+1 147 m²,"Dvořákova, České Budějovice - České Budějovice 6",6 990 000 Kč,prodej,bytu,147,,4+1,České Budějovice,České Budějovice 6,6990000.0
Pronájem bytu 2+1 47 m²,"Havířská, Havířov - Prostřední Suchá",7 200 Kč/měsíc,pronájem,bytu,47,,2+1,Havířov,Prostřední Suchá,7200.0
Pronájem bytu 1+kk 32 m²,"U nových vil, Praha - Strašnice",15 000 Kč/měsíc,pronájem,bytu,32,,1+kk,Praha,Strašnice,15000.0
Pronájem bytu 3+1 95 m²,"Ukrajinská, Praha - Vršovice",33 000 Kč/měsíc,pronájem,bytu,95,,3+1,Praha,Vršovice,33000.0
Pronájem bytu 2+1 75 m²,"Ukrajinská, Praha - Vršovice",30 000 Kč/měsíc,pronájem,bytu,75,,2+1,Praha,Vršovice,30000.0
"Prodej rodinného domu 89 m², pozemek 930 m²",Drahobudice,4 190 000 Kč,prodej,rodinného domu,89,930,,Drahobudice,,4190000.0
Prodej bytu 2+kk 54 m²,"Pecháčkova, Plzeň - Skvrňany",4 937 000 Kč,prodej,bytu,54,,2+kk,Plzeň,Skvrňany,4937000.0
Pronájem bytu 1+kk 29 m²,"Jihlavská, Troubsko",11 000 Kč/měsíc,pronájem,bytu,29,,1+kk,Troubsko,,11000.0
"Prodej památky 238 m², pozemek 1039 m²","Budějovická, Veselí nad Lužnicí - Veselí nad Lužnicí I",3 990 000 Kč,prodej,památky,238,1039,,Veselí nad Lužnicí,Veselí nad Lužnicí I,3990000.0
Pronájem bytu 1+1 50 m²,"Boleslavská, Praha - Vinohrady",16 990 Kč/měsíc,pronájem,bytu,50,,1+1,Praha,Vinohrady,16990.0
Prodej bytu 2+1 56 m²,"SPC P, Krnov - Pod Cvilínem",2 282 746 Kč,prodej,bytu,56,,2+1,Krnov,Pod Cvilínem,2282746.0
Pronájem bytu 3+kk 95 m²,"Ondříčkova, Praha - Vinohrady",42 500 Kč/měsíc,pronájem,bytu,95,,3+kk,Praha,Vinohrady,42500.0
"Prodej rodinného domu 180 m², pozemek 163 m²","Střelnická I, Tábor",12 420 000 Kč,prodej,rodinného domu,180,163,,Tábor,,12420000.0
Pronájem bytu 2+1 48 m²,"Aléská, Bílina - Pražské Předměstí",9 100 Kč/měsíc,pronájem,bytu,48,,2+1,Bílina,Pražské Předměstí,9100.0
Prodej bytu 2+kk 143 m²,"Ondrova, Brno - Kníničky",8 795 850 Kč,prodej,bytu,143,,2+kk,Brno,Kníničky,8795850.0
Prodej bytu 3+kk 218 m²,"Ondrova, Brno - Kníničky",10 339 200 Kč,prodej,bytu,218,,3+kk,Brno,Kníničky,10339200.0
Prodej bytu 4+kk 287 m²,"Ondrova, Brno - Kníničky",14 713 000 Kč,prodej,bytu,287,,4+kk,Brno,Kníničky,14713000.0
Prodej bytu 2+kk 69 m²,"Ondrova, Brno - Kníničky",7 778 000 Kč,prodej,bytu,69,,2+kk,Brno,Kníničky,7778000.0
Pronájem bytu 1+kk 29 m²,Brno,11 000 Kč/měsíc,pronájem,bytu,29,,1+kk,Brno,,11000.0
Prodej bytu 3+1 80 m²,"Cejl, Brno - Zábrdovice",8 479 000 Kč,prodej,bytu,80,,3+1,Brno,Zábrdovice,8479000.0
"Prodej rodinného domu 233 m², pozemek 280 m²","Hasskova, Třebíč - Vnitřní Město",10 850 000 Kč,prodej,rodinného domu,233,280,,Třebíč,Vnitřní Město,10850000.0
Pronájem bytu 1+1 39 m²,"Plzeňská, Praha - Smíchov",17 990 Kč/měsíc,pronájem,bytu,39,,1+1,Praha,Smíchov,17990.0
Prodej bytu 4+kk 89 m²,Praha - Praha-Libuš,13 748 797 Kč,prodej,bytu,89,,4+kk,Praha,Praha-Libuš,13748797.0
Prodej bytu 3+kk 74 m²,Praha - Praha-Libuš,11 891 336 Kč,prodej,bytu,74,,3+kk,Praha,Praha-Libuš,11891336.0
Prodej bytu 1+kk 41 m²,Praha - Praha-Libuš,6 567 590 Kč,prodej,bytu,41,,1+kk,Praha,Praha-Libuš,6567590.0
Prodej bytu 2+kk 58 m²,Praha - Praha-Libuš,9 234 503 Kč,prodej,bytu,58,,2+kk,Praha,Praha-Libuš,9234503.0
Pronájem bytu 1+1 32 m²,"Pražská, Znojmo",8 000 Kč/měsíc,pronájem,bytu,32,,1+1,Znojmo,,8000.0
Prodej bytu 4+kk 101 m²,"A. Trägera, České Budějovice - České Budějovice 3",7 290 000 Kč,prodej,bytu,101,,4+kk,České Budějovice,České Budějovice 3,7290000.0
Prodej bytu 3+1 78 m²,"Polská, Český Krumlov - Horní Brána",4 490 000 Kč,prodej,bytu,78,,3+1,Český Krumlov,Horní Brána,4490000.0
"Prodej rodinného domu 116 m², pozemek 258 m²","Sirotkova, Brno - Žabovřesky",15 900 000 Kč,prodej,rodinného domu,116,258,,Brno,Žabovřesky,15900000.0
Pronájem bytu 2+kk 62 m²,"Štěpařská, Praha - Hlubočepy",20 900 Kč/měsíc,pronájem,bytu,62,,2+kk,Praha,Hlubočepy,20900.0
Pronájem bytu 1+kk 25 m²,"Arbesovo náměstí, Praha - Smíchov",16 000 Kč/měsíc,pronájem,bytu,25,,1+kk,Praha,Smíchov,16000.0
Prodej bytu 2+1 54 m²,"tř. Budovatelů, Most",949 000 Kč,prodej,bytu,54,,2+1,Most,,949000.0
"Prodej rodinného domu 168 m², pozemek 483 m²","Na Habří, Úholičky",7 490 000 Kč,prodej,rodinného domu,168,483,,Úholičky,,7490000.0
Prodej bytu 1+kk 27 m²,Lipno nad Vltavou - Slupečná,2 980 000 Kč,prodej,bytu,27,,1+kk,Lipno nad Vltavou,Slupečná,2980000.0
Prodej bytu 2+kk 60 m²,"Jeremiášova, Olomouc - Povel",Cena na vyžádání,prodej,bytu,60,,2+kk,Olomouc,Povel,
Prodej bytu 2+kk 58 m²,"Marie Podvalové, Praha - Čakovice",8 235 704 Kč,prodej,bytu,58,,2+kk,Praha,Čakovice,8235704.0
Prodej bytu 1+kk 46 m²,Lipno nad Vltavou - Slupečná,3 990 000 Kč,prodej,bytu,46,,1+kk,Lipno nad Vltavou,Slupečná,3990000.0
Prodej bytu 1+kk 27 m²,"Suchdolské náměstí, Praha - Suchdol",3 497 000 Kč,prodej,bytu,27,,1+kk,Praha,Suchdol,3497000.0
"Prodej rodinného domu 378 m², pozemek 956 m²","Náměstí J. Gurreho, Římov",8 490 000 Kč,prodej,rodinného domu,378,956,,Římov,,8490000.0
"Prodej rodinného domu 180 m², pozemek 436 m²","Příční, Kladno - Švermov",8 990 000 Kč,prodej,rodinného domu,180,436,,Kladno,Švermov,8990000.0
Prodej bytu 3+kk 73 m²,Dešenice,3 500 000 Kč,prodej,bytu,73,,3+kk,Dešenice,,3500000.0
"Prodej rodinného domu 373 m², pozemek 2467 m²",Lom,5 242 000 Kč,prodej,rodinného domu,373,2467,,Lom,,5242000.0
Pronájem bytu 1+kk 42 m²,"Petra Bezruče, Pečky",15 500 Kč/měsíc,pronájem,bytu,42,,1+kk,Pečky,,15500.0
"Prodej rodinného domu 350 m², pozemek 1306 m²",Borotín - Libenice,9 750 000 Kč,prodej,rodinného domu,350,1306,,Borotín,Libenice,9750000.0
"Prodej rodinného domu 83 m², pozemek 128 m²",Staré Město pod Landštejnem - Podlesí,990 000 Kč,prodej,rodinného domu,83,128,,Staré Město pod Landštejnem,Podlesí,990000.0
"Prodej rodinného domu 310 m², pozemek 1637 m²","Vrška, Běrunice",8 990 000 Kč,prodej,rodinného domu,310,1637,,Běrunice,,8990000.0
Prodej bytu 3+kk 62 m²,"Na Chmelnici, Dobříš",4 790 000 Kč,prodej,bytu,62,,3+kk,Dobříš,,4790000.0
"Prodej rodinného domu 265 m², pozemek 2772 m²","Na Návsi, Vonoklasy",14 990 000 Kč,prodej,rodinného domu,265,2772,,Vonoklasy,,14990000.0
"Prodej rodinného domu 121 m², pozemek 172 m²","Na štěpnici, Praha - Libeň",14 942 000 Kč,prodej,rodinného domu,121,172,,Praha,Libeň,14942000.0
Prodej bytu 3+kk 84 m²,"Na Chmelnici, Dobříš",5 490 000 Kč,prodej,bytu,84,,3+kk,Dobříš,,5490000.0
Pronájem bytu 1+1 25 m²,"Palackého třída, Brno - Královo Pole",12 000 Kč/měsíc,pronájem,bytu,25,,1+1,Brno,Královo Pole,12000.0
Prodej bytu 2+kk 50 m²,"Nad studánkou, Praha - Nusle",5 990 000 Kč,prodej,bytu,50,,2+kk,Praha,Nusle,5990000.0
Pronájem bytu 3+1 69 m²,"Horova, Hradec Králové - Pražské Předměstí",15 000 Kč/měsíc,pronájem,bytu,69,,3+1,Hradec Králové,Pražské Předměstí,15000.0
"Prodej rodinného domu 130 m², pozemek 311 m²",Štětí,5 299 000 Kč,prodej,rodinného domu,130,311,,Štětí,,5299000.0
Prodej bytu 2+1 50 m²,"Mahenova, Jeseník",2 390 000 Kč,prodej,bytu,50,,2+1,Jeseník,,2390000.0
"Prodej rodinného domu 235 m², pozemek 1593 m²",Varnsdorf,5 490 000 Kč,prodej,rodinného domu,235,1593,,Varnsdorf,,5490000.0
"Prodej chalupy 99 m², pozemek 540 m²",Cvikov - Drnovec,6 900 000 Kč,prodej,chalupy,99,540,,Cvikov,Drnovec,6900000.0
"SLEVA: Prodej rodinného domu 85 m², pozemek 789 m²","Štítného, Kamenice nad Lipou",4 390 000 Kč,prodej,rodinného domu,85,789,,Kamenice nad Lipou,,4390000.0
"Prodej rodinného domu 95 m², pozemek 216 m²",Čelákovice - Záluží,13 599 000 Kč,prodej,rodinného domu,95,216,,Čelákovice,Záluží,13599000.0
"Prodej rodinného domu 167 m², pozemek 673 m²",Přišimasy,15 500 000 Kč,prodej,rodinného domu,167,673,,Přišimasy,,15500000.0
